"","county_desc","precinct_abbrv","vtd_abbrv","party_cd","race_code","ethnic_code","sex_code","age","actual_voters","total_voters","non_voters"
"210694","CASWELL","LOCU","LOCU","DEM","B","NL","F","Age 41 - 65",160,194,34
"210697","LINCOLN","LS12","LS12","DEM","B","NL","F","Age 41 - 65",41,47,6
"210698","LINCOLN","LB34","LS15","DEM","B","NL","F","Age 41 - 65",2,2,0
"210702","LINCOLN","LW18","LW18","DEM","B","NL","F","Age 41 - 65",26,32,6
"210703","LINCOLN","LW31","LW31","DEM","B","NL","F","Age 41 - 65",20,26,6
"210715","ROCKINGHAM","MA","MA","DEM","B","NL","F","Age 41 - 65",87,103,16
"210716","DUPLIN","MAGN","MAGN","DEM","B","NL","F","Age 41 - 65",69,84,15
"210726","ROCKINGHAM","MC","MC","DEM","B","NL","F","Age 41 - 65",204,238,34
"210727","CHATHAM","MCH110","MCH110","DEM","B","NL","F","Age 41 - 65",57,60,3
"210728","ROCKINGHAM","WS","MD","DEM","B","NL","F","Age 41 - 65",94,123,29
"210741","VANCE","MIDD","MIDD","DEM","B","NL","F","Age 41 - 65",236,267,31
"210742","CASWELL","MILT","MILT","DEM","B","NL","F","Age 41 - 65",177,229,52
"210743","NORTHAMPTON","MILWAU","MILWAU","DEM","B","NL","F","Age 41 - 65",34,40,6
"210746","ONSLOW","ML23","ML23","DEM","B","NL","F","Age 41 - 65",22,32,10
"210755","ONSLOW","MT24","MT24","DEM","B","NL","F","Age 41 - 65",14,23,9
"210760","CHEROKEE","MURN","MURN","DEM","B","NL","F","Age 41 - 65",12,16,4
"210771","ROCKINGHAM","NB","NB","DEM","B","NL","F","Age 41 - 65",7,10,3
"210773","LINCOLN","NB35","NB03","DEM","B","NL","F","Age 41 - 65",2,3,1
"210774","LINCOLN","NB35","NB09","DEM","B","NL","F","Age 41 - 65",6,7,1
"210783","ONSLOW","NE22A","NE22","DEM","B","NL","F","Age 41 - 65",136,183,47
"210784","ONSLOW","NE22B","NE22","DEM","B","NL","F","Age 41 - 65",147,207,60
"210788","NORTHAMPTON","NEWTOW","NEWTOW","DEM","B","NL","F","Age 41 - 65",36,45,9
"210792","VANCE","NH1","NH1","DEM","B","NL","F","Age 41 - 65",239,326,87
"210793","VANCE","NV","NH2","DEM","B","NL","F","Age 41 - 65",65,83,18
"210799","ONSLOW","NM13","NM13","DEM","B","NL","F","Age 41 - 65",10,19,9
"210801","CHEROKEE","RGER","NOTL","DEM","B","NL","F","Age 41 - 65",1,1,0
"210804","ONSLOW","NR02","NR02","DEM","B","NL","F","Age 41 - 65",146,244,98
"210810","CHATHAM","NWM117","NWM117","DEM","B","NL","F","Age 41 - 65",65,77,12
"210812","LINCOLN","OB21","OB21","DEM","B","NL","F","Age 41 - 65",2,4,2
"210815","LINCOLN","ST36","OG10","DEM","B","NL","F","Age 41 - 65",9,9,0
"210824","JONES","P01","P01","DEM","B","NL","F","Age 41 - 65",33,49,16
"210826","JONES","P02","P02","DEM","B","NL","F","Age 41 - 65",7,11,4
"210829","JONES","P03","P03","DEM","B","NL","F","Age 41 - 65",13,15,2
"210831","JONES","P04","P04","DEM","B","NL","F","Age 41 - 65",86,109,23
"210833","JONES","P05","P05","DEM","B","NL","F","Age 41 - 65",116,143,27
"210835","JONES","P06","P06","DEM","B","NL","F","Age 41 - 65",18,22,4
"210837","JONES","P07","P07","DEM","B","NL","F","Age 41 - 65",95,126,31
"210840","BLADEN","P10","P10","DEM","B","NL","F","Age 41 - 65",31,37,6
"210845","BLADEN","P15","P15","DEM","B","NL","F","Age 41 - 65",71,91,20
"210853","BLADEN","P201","P201","DEM","B","NL","F","Age 41 - 65",28,41,13
"210854","BLADEN","P202","P202","DEM","B","NL","F","Age 41 - 65",82,98,16
"210859","BLADEN","P25","P25","DEM","B","NL","F","Age 41 - 65",76,101,25
"210863","BLADEN","P30","P30","DEM","B","NL","F","Age 41 - 65",149,168,19
"210864","BLADEN","P35","P35","DEM","B","NL","F","Age 41 - 65",50,63,13
"210865","BLADEN","P40","P40","DEM","B","NL","F","Age 41 - 65",38,55,17
"210866","BLADEN","P45","P45","DEM","B","NL","F","Age 41 - 65",11,13,2
"210867","BLADEN","P501","P501","DEM","B","NL","F","Age 41 - 65",233,285,52
"210868","BLADEN","P502","P502","DEM","B","NL","F","Age 41 - 65",118,150,32
"210869","BLADEN","P55","P55","DEM","B","NL","F","Age 41 - 65",44,51,7
"210870","BLADEN","P60","P60","DEM","B","NL","F","Age 41 - 65",92,122,30
"210871","BLADEN","P65","P65","DEM","B","NL","F","Age 41 - 65",21,28,7
"210872","BLADEN","P70","P70","DEM","B","NL","F","Age 41 - 65",33,38,5
"210873","BLADEN","P75","P75","DEM","B","NL","F","Age 41 - 65",119,145,26
"210874","BLADEN","P80","P80","DEM","B","NL","F","Age 41 - 65",39,55,16
"210881","LINCOLN","PC22","PC22","DEM","B","NL","F","Age 41 - 65",4,6,2
"210885","CASWELL","PELH","PELH","DEM","B","NL","F","Age 41 - 65",101,135,34
"210886","NORTHAMPTON","PENDLE","PENDLE","DEM","B","NL","F","Age 41 - 65",19,23,4
"210898","CHATHAM","PIT113","PIT113","DEM","B","NL","F","Age 41 - 65",192,215,23
"210901","NORTHAMPTON","PLEASA","PLEASA","DEM","B","NL","F","Age 41 - 65",41,58,17
"210905","NORTHAMPTON","POTECA","POTECA","DEM","B","NL","F","Age 41 - 65",18,46,28
"210986","WILSON","PRBL","PRBL","DEM","B","NL","F","Age 41 - 65",81,94,13
"210987","WILSON","PRCR","PRCR","DEM","B","NL","F","Age 41 - 65",70,88,18
"210988","WILSON","PRGA","PRGA","DEM","B","NL","F","Age 41 - 65",154,194,40
"210990","WILSON","PROL","PROL","DEM","B","NL","F","Age 41 - 65",81,103,22
"210991","CASWELL","PH","PROS","DEM","B","NL","F","Age 41 - 65",21,24,3
"210992","CASWELL","PROVI","PROVI","DEM","B","NL","F","Age 41 - 65",36,46,10
"210993","WILSON","PRSA","PRSA","DEM","B","NL","F","Age 41 - 65",83,106,23
"210994","WILSON","PRSP","PRSP","DEM","B","NL","F","Age 41 - 65",64,86,22
"210995","WILSON","PRST","PRST","DEM","B","NL","F","Age 41 - 65",100,131,31
"210996","WILSON","PRTA","PRTA","DEM","B","NL","F","Age 41 - 65",297,356,59
"210997","WILSON","PRTO","PRTO","DEM","B","NL","F","Age 41 - 65",247,310,63
"210998","WILSON","PRWA","PRWA","DEM","B","NL","F","Age 41 - 65",98,143,45
"210999","WILSON","PRWB","PRWB","DEM","B","NL","F","Age 41 - 65",141,195,54
"211000","WILSON","PRWC","PRWC","DEM","B","NL","F","Age 41 - 65",211,261,50
"211001","WILSON","PRWD","PRWD","DEM","B","NL","F","Age 41 - 65",39,47,8
"211002","WILSON","PRWE","PRWE","DEM","B","NL","F","Age 41 - 65",154,192,38
"211003","WILSON","PRWH","PRWH","DEM","B","NL","F","Age 41 - 65",129,165,36
"211004","WILSON","PRWI","PRWI","DEM","B","NL","F","Age 41 - 65",204,258,54
"211005","WILSON","PRWJ","PRWJ","DEM","B","NL","F","Age 41 - 65",275,326,51
"211006","WILSON","PRWK","PRWK","DEM","B","NL","F","Age 41 - 65",51,58,7
"211007","WILSON","PRWL","PRWL","DEM","B","NL","F","Age 41 - 65",141,168,27
"211008","WILSON","PRWM","PRWM","DEM","B","NL","F","Age 41 - 65",270,323,53
"211009","WILSON","PRWN","PRWN","DEM","B","NL","F","Age 41 - 65",360,443,83
"211010","WILSON","PRWP","PRWP","DEM","B","NL","F","Age 41 - 65",44,51,7
"211011","WILSON","PRWQ","PRWQ","DEM","B","NL","F","Age 41 - 65",100,137,37
"211012","WILSON","PRWR","PRWR","DEM","B","NL","F","Age 41 - 65",221,294,73
"211019","ROCKINGHAM","RC","RC","DEM","B","NL","F","Age 41 - 65",111,129,18
"211022","ROCKINGHAM","SE","RD-1","DEM","B","NL","F","Age 41 - 65",58,75,17
"211023","NORTHAMPTON","REHOBE","REHOBE","DEM","B","NL","F","Age 41 - 65",30,34,4
"211026","NORTHAMPTON","RICH S","RICH-S","DEM","B","NL","F","Age 41 - 65",165,209,44
"211029","ONSLOW","RL09","RL09","DEM","B","NL","F","Age 41 - 65",106,143,37
"211031","DUPLIN","ROCK","ROCK","DEM","B","NL","F","Age 41 - 65",65,75,10
"211032","DUPLIN","ROSE","ROSE","DEM","B","NL","F","Age 41 - 65",96,133,37
"211077","VANCE","SCRK","SCRK","DEM","B","NL","F","Age 41 - 65",322,386,64
"211080","NORTHAMPTON","SEABOA","SEABOA","DEM","B","NL","F","Age 41 - 65",100,130,30
"211081","NORTHAMPTON","SEVERN","SEVERN","DEM","B","NL","F","Age 41 - 65",27,35,8
"211083","ONSLOW","SF18","SF18","DEM","B","NL","F","Age 41 - 65",18,22,4
"211093","VANCE","SH1","SH1","DEM","B","NL","F","Age 41 - 65",194,244,50
"211094","VANCE","SH2","SH2","DEM","B","NL","F","Age 41 - 65",78,86,8
"211102","LINCOLN","SL24","SL24","DEM","B","NL","F","Age 41 - 65",12,14,2
"211110","DUPLIN","SMCA","SMCA","DEM","B","NL","F","Age 41 - 65",28,37,9
"211127","CASWELL","STON","STON","DEM","B","NL","F","Age 41 - 65",77,103,26
"211137","ONSLOW","SW19","SW19","DEM","B","NL","F","Age 41 - 65",16,20,4
"211152","LINCOLN","TA37","TE27","DEM","B","NL","F","Age 41 - 65",3,4,1
"211154","ONSLOW","TL06","TL06","DEM","B","NL","F","Age 41 - 65",87,112,25
"211158","LINCOLN","TA37","TR30","DEM","B","NL","F","Age 41 - 65",19,20,1
"211160","VANCE","NH","TWNS","DEM","B","NL","F","Age 41 - 65",69,91,22
"211169","ROCKINGHAM","MS","VA","DEM","B","NL","F","Age 41 - 65",195,237,42
"211170","ONSLOW","VR15","VR15","DEM","B","NL","F","Age 41 - 65",21,31,10
"211201","DUPLIN","WALL","WALL","DEM","B","NL","F","Age 41 - 65",220,293,73
"211203","DUPLIN","WARS","WARS","DEM","B","NL","F","Age 41 - 65",271,331,60
"211208","VANCE","CC","WATK","DEM","B","NL","F","Age 41 - 65",4,4,0
"211225","VANCE","WH","WH1","DEM","B","NL","F","Age 41 - 65",205,232,27
"211226","VANCE","WH","WH2","DEM","B","NL","F","Age 41 - 65",73,90,17
"211227","SWAIN","WHCH","WHCH","DEM","B","NL","F","Age 41 - 65",1,1,0
"211231","ROCKINGHAM","SE","WM","DEM","B","NL","F","Age 41 - 65",117,144,27
"211232","VANCE","NH","WMSB","DEM","B","NL","F","Age 41 - 65",236,288,52
"211234","ONSLOW","WN04","WN04","DEM","B","NL","F","Age 41 - 65",70,94,24
"211238","DUPLIN","WOLF","WOLF","DEM","B","NL","F","Age 41 - 65",7,13,6
"211239","NORTHAMPTON","WOODLA","WOODLA","DEM","B","NL","F","Age 41 - 65",59,86,27
"211240","LINCOLN","WP32","WP32","DEM","B","NL","F","Age 41 - 65",15,16,1
"211245","CASWELL","YANC","YAN2","DEM","B","NL","F","Age 41 - 65",81,100,19
